(~I ==> ~B) . What is ~B ?	(~I ==> ~B) . What is ~B ?	(~I ==> ~B)	Unknown HELP!
~B & ~B & ~B . What is ~B ?	~B . What is ~B ?	~B	True
(~D <=> B) & (~D <=> B) & (B & ~I) & (B & ~I) & (B & ~I) . What is B ?	(~D <=> B) & (B & ~I) . What is B ?	(~D <=> B) & (B & ~I)	True
(~H & G) & (~H & G) & ~J & C & ~J & (~C ==> A) & (B ^ ~H) & (G ^ ~F) & (~C ==> A) & C & (~C ==> A) & (B ^ ~H) & (B ^ ~H) & ~J . What is ~B ?	(~H & G) & ~J & C & (~C ==> A) & (B ^ ~H) & (G ^ ~F) . What is ~B ?	(~H & G) & ~J & C & (~C ==> A) & (B ^ ~H) & (G ^ ~F)	True
A & (~H <=> ~B) & (D <=> ~F) & (D <=> ~F) & (D <=> ~F) & D & D & D & (~G ^ ~H) . What is A ?	A & (~H <=> ~B) & (D <=> ~F) & D & (~G ^ ~H) . What is A ?	A & (~H <=> ~B) & (D <=> ~F) & D & (~G ^ ~H)	True
(~A & ~I) & ~E & ~F & (~A & ~I) & (~H & ~A) & (~A & ~I) & (~H & ~A) & (~I ^ ~C) & (~H & ~A) & (G | ~F) & (G | ~F) . What is ~E ?	(~A & ~I) & ~E & ~F & (~H & ~A) & (~I ^ ~C) & (G | ~F) . What is ~E ?	(~A & ~I) & ~E & ~F & (~H & ~A) & (~I ^ ~C) & (G | ~F)	True
(E ==> H) & (H <=> ~I) & (E ==> H) & (E ==> H) & (~I ==> ~G) & (H <=> ~I) & (~I ==> ~G) & (~I ==> ~G) . What is ~H ?	(E ==> H) & (H <=> ~I) & (~I ==> ~G) . What is ~H ?	(E ==> H) & (H <=> ~I) & (~I ==> ~G)	Unknown HELP!
(D & ~G) & (~E ==> ~C) & (~G ==> ~J) & (I <=> D) & (~G ==> ~J) & ~E & ~E & ~E . What is ~G ?	(D & ~G) & (~E ==> ~C) & (~G ==> ~J) & (I <=> D) & ~E . What is ~G ?	(D & ~G) & (~E ==> ~C) & (~G ==> ~J) & (I <=> D) & ~E	True
F & (G <=> ~H) & ~G & ~G & (~I ==> E) & (~H <=> C) & ~G & (~I ==> E) & (~I ==> E) & (~H <=> C) . What is ~G ?	F & (G <=> ~H) & ~G & (~I ==> E) & (~H <=> C) . What is ~G ?	F & (G <=> ~H) & ~G & (~I ==> E) & (~H <=> C)	True
~J & (~I ==> C) & (~B & H) & I . What is ~H ?	~J & (~I ==> C) & (~B & H) & I . What is ~H ?	~J & (~I ==> C) & (~B & H) & I	False
(I & F) & ~H & (~D | I) & (B <=> H) & (I & F) & ~I & (I & F) & ~I & ~I . What is I ?	(I & F) & ~H & (~D | I) & (B <=> H) & ~I . What is I ?	(I & F) & ~H & (~D | I) & (B <=> H) & ~I	Contradictory
(~B <=> ~C) & B & (~B <=> ~C) & (~B <=> ~C) . What is C ?	(~B <=> ~C) & B . What is C ?	(~B <=> ~C) & B	True
(J <=> ~I) & ~D & (J <=> ~I) & (D | F) & ~D & ~D & (~I <=> ~C) & (~I <=> ~C) & ~H . What is H ?	(J <=> ~I) & ~D & (D | F) & (~I <=> ~C) & ~H . What is H ?	(J <=> ~I) & ~D & (D | F) & (~I <=> ~C) & ~H	False
E & E & E . What is E ?	E . What is E ?	E	True
G & (~C | ~G) & G & (~C | ~G) & (~C | ~G) & G . What is ~G ?	G & (~C | ~G) . What is ~G ?	G & (~C | ~G)	False
(A ==> E) & (~F & A) & B & ~H & B & (~D <=> ~H) & ~H & (A ==> E) & B & (~D <=> ~H) & (~D <=> ~H) . What is ~B ?	(A ==> E) & (~F & A) & B & ~H & (~D <=> ~H) . What is ~B ?	(A ==> E) & (~F & A) & B & ~H & (~D <=> ~H)	False
I & (~D & ~G) & (~J ==> ~I) & (~H ==> B) & (B <=> ~D) & (~J ==> ~I) & I & I & (~J ==> ~I) & (~H ==> B) & (~H ==> B) . What is D ?	I & (~D & ~G) & (~J ==> ~I) & (~H ==> B) & (B <=> ~D) . What is D ?	I & (~D & ~G) & (~J ==> ~I) & (~H ==> B) & (B <=> ~D)	False
C & ~B & C & (B ^ ~F) & (H <=> ~A) & (B ^ ~F) & ~B & (H <=> ~A) & C . What is B ?	C & ~B & (B ^ ~F) & (H <=> ~A) . What is B ?	C & ~B & (B ^ ~F) & (H <=> ~A)	False
(A & G) & ~B & (G & ~I) & (~I ^ E) & (G & ~I) & (~I ^ E) & (~B & F) & (A & G) & (~B & F) & (~B & F) & (A & G) . What is ~A ?	(A & G) & ~B & (G & ~I) & (~I ^ E) & (~B & F) . What is ~A ?	(A & G) & ~B & (G & ~I) & (~I ^ E) & (~B & F)	False
(B <=> E) & H & H & (E ^ J) & (~H | B) . What is B ?	(B <=> E) & H & (E ^ J) & (~H | B) . What is B ?	(B <=> E) & H & (E ^ J) & (~H | B)	True
(~A & ~H) & ~I & (J | F) & (J | F) & (J | F) . What is ~H ?	(~A & ~H) & ~I & (J | F) . What is ~H ?	(~A & ~H) & ~I & (J | F)	True
~C & (~E <=> ~G) & (~C ^ ~E) & ~C & (~C ^ ~E) & (~C ^ ~E) . What is ~G ?	~C & (~E <=> ~G) & (~C ^ ~E) . What is ~G ?	~C & (~E <=> ~G) & (~C ^ ~E)	False
F . What is ~G ?	F . What is ~G ?	F	Unknown HELP!
~A & J & (B | ~A) & (B | ~A) & (~C <=> ~F) & (~C <=> ~F) & ~A & (~A ==> ~C) & (~A ==> ~C) & (~D ==> G) & (~C <=> ~F) . What is C ?	~A & J & (B | ~A) & (~C <=> ~F) & (~A ==> ~C) & (~D ==> G) . What is C ?	~A & J & (B | ~A) & (~C <=> ~F) & (~A ==> ~C) & (~D ==> G)	False
~D & ~D . What is D ?	~D . What is D ?	~D	False
~C & ~C & ~C . What is C ?	~C . What is C ?	~C	False
(D | ~E) & (~I | D) & (D | ~E) & (D | ~E) & ~I & (~I | D) & (~I | D) & ~I & ~I . What is ~I ?	(D | ~E) & (~I | D) & ~I . What is ~I ?	(D | ~E) & (~I | D) & ~I	True
A & (~F <=> J) & (B | ~A) & (B | ~A) & (B | ~A) & (~A ^ ~F) & (~A ^ ~F) & (~A ^ ~F) . What is ~B ?	A & (~F <=> J) & (B | ~A) & (~A ^ ~F) . What is ~B ?	A & (~F <=> J) & (B | ~A) & (~A ^ ~F)	False
A & A . What is ~A ?	A . What is ~A ?	A	False
(~E ^ J) & (~D & ~E) & (~D & ~E) . What is ~D ?	(~E ^ J) & (~D & ~E) . What is ~D ?	(~E ^ J) & (~D & ~E)	True
(A & ~I) & (A & ~I) & (A & ~I) & A & (~I & E) & A & (~I & E) & A . What is I ?	(A & ~I) & A & (~I & E) . What is I ?	(A & ~I) & A & (~I & E)	False
(J ^ A) & (F ==> J) & J & (F ==> J) & J & J . What is ~A ?	(J ^ A) & (F ==> J) & J . What is ~A ?	(J ^ A) & (F ==> J) & J	True
(B ==> I) & (~E <=> B) & (I | ~D) & (~E <=> B) & D & D . What is D ?	(B ==> I) & (~E <=> B) & (I | ~D) & D . What is D ?	(B ==> I) & (~E <=> B) & (I | ~D) & D	True
B & (A <=> ~D) & (~E ==> ~F) & B & (~E ==> ~F) & D & (~E ==> ~F) & (A <=> ~D) & D . What is ~F ?	B & (A <=> ~D) & (~E ==> ~F) & D . What is ~F ?	B & (A <=> ~D) & (~E ==> ~F) & D	Unknown HELP!
E & ~B & (~B ==> F) & (~D ==> ~J) & E & ~B & ~B & (~D ==> ~J) & (A ^ ~B) & (~B ==> F) & (~D ==> ~J) . What is ~A ?	E & ~B & (~B ==> F) & (~D ==> ~J) & (A ^ ~B) . What is ~A ?	E & ~B & (~B ==> F) & (~D ==> ~J) & (A ^ ~B)	True
~E & A & (F ^ C) & (A & ~I) & ~E & (A & ~I) & (F ^ C) & (A & ~I) & (E <=> ~G) & (~G <=> F) & (E <=> ~G) & (E <=> ~G) & (~G <=> F) . What is E ?	~E & A & (F ^ C) & (A & ~I) & (E <=> ~G) & (~G <=> F) . What is E ?	~E & A & (F ^ C) & (A & ~I) & (E <=> ~G) & (~G <=> F)	False
(A ==> F) & (E ^ ~C) & ~E & (E ^ ~C) & ~J & ~E & (A ==> F) & ~E & ~J & (A ==> F) . What is ~E ?	(A ==> F) & (E ^ ~C) & ~E & ~J . What is ~E ?	(A ==> F) & (E ^ ~C) & ~E & ~J	True
(~E ^ G) & (~E ^ G) & (~E ^ G) & (D ==> ~E) . What is D ?	(~E ^ G) & (D ==> ~E) . What is D ?	(~E ^ G) & (D ==> ~E)	Unknown HELP!
(~E <=> ~D) & (~D & ~I) & (~D & ~I) & (~D & ~I) . What is ~D ?	(~E <=> ~D) & (~D & ~I) . What is ~D ?	(~E <=> ~D) & (~D & ~I)	True
(H <=> J) & (J ^ ~B) & (J ^ ~B) & (C & H) & (J ^ ~B) & (H <=> J) & ~B & ~B & (C & H) & (C & H) . What is ~H ?	(H <=> J) & (J ^ ~B) & (C & H) & ~B . What is ~H ?	(H <=> J) & (J ^ ~B) & (C & H) & ~B	Contradictory
~H & ~H & ~H . What is ~H ?	~H . What is ~H ?	~H	True
A & (D & ~A) & (~F ^ I) & (D & ~A) & (~F ^ I) & (~F ^ I) . What is ~I ?	A & (D & ~A) & (~F ^ I) . What is ~I ?	A & (D & ~A) & (~F ^ I)	Contradictory
~A & (~G & H) & (~G & H) & ~A & ~A & (D ==> ~F) & (D ==> ~F) & (D ==> ~F) & G & G & G . What is ~D ?	~A & (~G & H) & (D ==> ~F) & G . What is ~D ?	~A & (~G & H) & (D ==> ~F) & G	Contradictory
(B ==> I) & (~G <=> E) & ~I & (I <=> ~G) & ~I & (I <=> ~G) & (B ==> I) & (B ==> I) . What is D ?	(B ==> I) & (~G <=> E) & ~I & (I <=> ~G) . What is D ?	(B ==> I) & (~G <=> E) & ~I & (I <=> ~G)	Unknown HELP!
(E & ~A) & (~B | ~C) & (~J <=> E) & B & (~B | ~C) & B & (~A <=> H) & B & (~J <=> E) & (~J <=> E) & (~A <=> H) & (~A <=> H) . What is A ?	(E & ~A) & (~B | ~C) & (~J <=> E) & B & (~A <=> H) . What is A ?	(E & ~A) & (~B | ~C) & (~J <=> E) & B & (~A <=> H)	False
(C ^ F) & (F <=> ~D) & (F <=> ~D) & (F <=> ~D) . What is C ?	(C ^ F) & (F <=> ~D) . What is C ?	(C ^ F) & (F <=> ~D)	Unknown HELP!
H . What is ~H ?	H . What is ~H ?	H	False
~J & (I ==> G) & (I ==> G) & I & I & ~J & (I ==> G) & (H <=> ~J) . What is G ?	~J & (I ==> G) & I & (H <=> ~J) . What is G ?	~J & (I ==> G) & I & (H <=> ~J)	True
~I & (A ==> ~D) & D & (~J & B) & D & ~I & ~I . What is ~J ?	~I & (A ==> ~D) & D & (~J & B) . What is ~J ?	~I & (A ==> ~D) & D & (~J & B)	True
F & F . What is F ?	F . What is F ?	F	True
G & G . What is G ?	G . What is G ?	G	True
(B <=> A) & (B <=> A) & (B <=> A) & (E <=> ~I) & I & C & C & C . What is E ?	(B <=> A) & (E <=> ~I) & I & C . What is E ?	(B <=> A) & (E <=> ~I) & I & C	False
B & (~F <=> ~E) & B & (J | ~B) & (J | ~B) & (J | ~B) & (~E | J) . What is J ?	B & (~F <=> ~E) & (J | ~B) & (~E | J) . What is J ?	B & (~F <=> ~E) & (J | ~B) & (~E | J)	True
(~G & ~J) & (~G & ~J) & (~G & ~J) . What is ~J ?	(~G & ~J) . What is ~J ?	(~G & ~J)	True
(~F & ~J) & (~J ==> ~E) & (~E <=> I) & (~F & ~J) & (~E <=> I) & (~E <=> I) & (~F & ~J) . What is F ?	(~F & ~J) & (~J ==> ~E) & (~E <=> I) . What is F ?	(~F & ~J) & (~J ==> ~E) & (~E <=> I)	False
(A ^ ~I) & ~G & ~G & ~G . What is ~G ?	(A ^ ~I) & ~G . What is ~G ?	(A ^ ~I) & ~G	True
~I . What is ~I ?	~I . What is ~I ?	~I	True
(G ==> F) & ~D & (G ==> F) & H & H & ~D & (A | ~D) . What is D ?	(G ==> F) & ~D & H & (A | ~D) . What is D ?	(G ==> F) & ~D & H & (A | ~D)	False
(~A & ~F) & (~A & ~F) & (~A & ~F) . What is ~F ?	(~A & ~F) . What is ~F ?	(~A & ~F)	True
B . What is ~B ?	B . What is ~B ?	B	False
(A | ~D) & (A | ~D) & A & (~D ==> ~I) & (~D ==> ~I) . What is ~D ?	(A | ~D) & A & (~D ==> ~I) . What is ~D ?	(A | ~D) & A & (~D ==> ~I)	Unknown HELP!
(J | ~H) & (~H ==> ~C) & D & D & (D ==> I) & H & (~H ==> ~C) . What is ~H ?	(J | ~H) & (~H ==> ~C) & D & (D ==> I) & H . What is ~H ?	(J | ~H) & (~H ==> ~C) & D & (D ==> I) & H	False
(D <=> A) & (~C <=> I) & (~B & ~C) & ~C & ~C & (D <=> A) & ~D & ~D & ~D & (D <=> A) . What is B ?	(D <=> A) & (~C <=> I) & (~B & ~C) & ~C & ~D . What is B ?	(D <=> A) & (~C <=> I) & (~B & ~C) & ~C & ~D	False
~F & (~F | ~D) & (~D <=> ~A) & (~F | ~D) & (~D <=> ~A) & (~I ^ ~F) & (~I ^ ~F) & (~I ^ ~F) . What is D ?	~F & (~F | ~D) & (~D <=> ~A) & (~I ^ ~F) . What is D ?	~F & (~F | ~D) & (~D <=> ~A) & (~I ^ ~F)	Unknown HELP!
E . What is E ?	E . What is E ?	E	True
(F ==> C) & (I ==> F) & (I ==> F) & (F ==> C) & (F ==> C) & (H | I) & ~C & ~C & ~C . What is I ?	(F ==> C) & (I ==> F) & (H | I) & ~C . What is I ?	(F ==> C) & (I ==> F) & (H | I) & ~C	False
J & J . What is J ?	J . What is J ?	J	True
C & (F ==> ~G) & (C <=> ~I) & (~J & F) & (C <=> ~I) & G & (E | ~J) & G & (E | ~J) . What is ~F ?	C & (F ==> ~G) & (C <=> ~I) & (~J & F) & G & (E | ~J) . What is ~F ?	C & (F ==> ~G) & (C <=> ~I) & (~J & F) & G & (E | ~J)	Contradictory
~G . What is ~G ?	~G . What is ~G ?	~G	True
 . What is H ?	 . What is H ?		Unknown HELP!
E & E . What is ~E ?	E . What is ~E ?	E	False
(~E ^ F) & (~E ^ F) & (~E ^ F) . What is B ?	(~E ^ F) . What is B ?	(~E ^ F)	Unknown HELP!
(D | ~E) & C & (J ^ ~C) & E & E & E & C . What is ~C ?	(D | ~E) & C & (J ^ ~C) & E . What is ~C ?	(D | ~E) & C & (J ^ ~C) & E	False
(G | E) & ~I & ~I & (E & ~A) & ~I & (~B & G) & (~B & G) & (~B & G) . What is ~I ?	(G | E) & ~I & (E & ~A) & (~B & G) . What is ~I ?	(G | E) & ~I & (E & ~A) & (~B & G)	True
(B ^ D) & (D & E) & (D & E) & (E ==> ~G) . What is ~B ?	(B ^ D) & (D & E) & (E ==> ~G) . What is ~B ?	(B ^ D) & (D & E) & (E ==> ~G)	True
(~F ^ ~E) & (~I & H) & ~F & (H | B) & ~F & (H | B) & (~F ^ ~E) & ~F & (~F ^ ~E) & (H | B) . What is I ?	(~F ^ ~E) & (~I & H) & ~F & (H | B) . What is I ?	(~F ^ ~E) & (~I & H) & ~F & (H | B)	False
J & J . What is J ?	J . What is J ?	J	True
(F ^ I) & F & F & F . What is F ?	(F ^ I) & F . What is F ?	(F ^ I) & F	True
(~F ==> I) & (~A ^ B) & (~F ==> I) & ~B & (~F ==> I) & (I & ~E) & ~E & ~E & ~E . What is ~I ?	(~F ==> I) & (~A ^ B) & ~B & (I & ~E) & ~E . What is ~I ?	(~F ==> I) & (~A ^ B) & ~B & (I & ~E) & ~E	False
E . What is E ?	E . What is E ?	E	True
~I & (~A <=> I) & ~I & ~H & (~A <=> I) & (I <=> ~D) & (~A <=> I) & (I <=> ~D) & (I <=> ~D) & (J <=> H) . What is A ?	~I & (~A <=> I) & ~H & (I <=> ~D) & (J <=> H) . What is A ?	~I & (~A <=> I) & ~H & (I <=> ~D) & (J <=> H)	True
~A & ~A & ~A . What is I ?	~A . What is I ?	~A	Unknown HELP!
~D & ~D & ~D . What is ~D ?	~D . What is ~D ?	~D	True
(~D ==> A) & (A <=> F) & (B & ~D) & (B & ~D) & (B & ~D) & (A <=> F) . What is ~D ?	(~D ==> A) & (A <=> F) & (B & ~D) . What is ~D ?	(~D ==> A) & (A <=> F) & (B & ~D)	True
(~A <=> E) & (~B ==> ~J) & ~D & ~G & (~B ==> ~J) & (~B ==> ~J) & ~G & ~G . What is D ?	(~A <=> E) & (~B ==> ~J) & ~D & ~G . What is D ?	(~A <=> E) & (~B ==> ~J) & ~D & ~G	False
(~E ^ ~F) & (~E ^ ~F) & G . What is ~G ?	(~E ^ ~F) & G . What is ~G ?	(~E ^ ~F) & G	False
(~A & ~B) & (~A & ~B) & (~A & ~B) . What is ~A ?	(~A & ~B) . What is ~A ?	(~A & ~B)	True
(~H | ~A) & ~D & (C & D) & ~A & (C & D) & (C & D) & ~A & (~H | ~A) . What is A ?	(~H | ~A) & ~D & (C & D) & ~A . What is A ?	(~H | ~A) & ~D & (C & D) & ~A	Contradictory
(I <=> ~E) & (~J & I) & (I <=> ~E) & (~J & I) & (G & ~J) . What is E ?	(I <=> ~E) & (~J & I) & (G & ~J) . What is E ?	(I <=> ~E) & (~J & I) & (G & ~J)	False
~F & (B ^ F) & ~F & ~I & ~I & (H <=> B) & (B ^ F) & (B ^ F) & (H <=> B) & (~C | I) & ~I & (~C | I) . What is ~F ?	~F & (B ^ F) & ~I & (H <=> B) & (~C | I) . What is ~F ?	~F & (B ^ F) & ~I & (H <=> B) & (~C | I)	True
~F & ~F . What is F ?	~F . What is F ?	~F	False
F & (J & ~A) & (B ==> F) & F & F & (B ==> F) . What is A ?	F & (J & ~A) & (B ==> F) . What is A ?	F & (J & ~A) & (B ==> F)	False
(~H | A) & H & (A <=> ~C) & (~C ==> ~G) & (A <=> ~C) & (~H | A) & (~H | A) . What is C ?	(~H | A) & H & (A <=> ~C) & (~C ==> ~G) . What is C ?	(~H | A) & H & (A <=> ~C) & (~C ==> ~G)	False
I & I . What is ~I ?	I . What is ~I ?	I	False
(~C ==> ~A) & ~B & ~F & (~I & ~H) & ~F & ~F & ~B . What is ~B ?	(~C ==> ~A) & ~B & ~F & (~I & ~H) . What is ~B ?	(~C ==> ~A) & ~B & ~F & (~I & ~H)	True
(~D & H) . What is D ?	(~D & H) . What is D ?	(~D & H)	False
(C <=> ~A) & ~J & ~J & (~A <=> B) & (C <=> ~A) & ~J & (~A <=> B) & (~A <=> B) & (~E ^ ~H) & (~E ^ ~H) & (B <=> ~F) & (B <=> ~F) & (B <=> ~F) . What is B ?	(C <=> ~A) & ~J & (~A <=> B) & (~E ^ ~H) & (B <=> ~F) . What is B ?	(C <=> ~A) & ~J & (~A <=> B) & (~E ^ ~H) & (B <=> ~F)	Unknown HELP!
G & (~H ==> C) & (C <=> A) & (~H ==> C) & (C <=> A) & (~H ==> C) & (C <=> A) . What is G ?	G & (~H ==> C) & (C <=> A) . What is G ?	G & (~H ==> C) & (C <=> A)	True
F & F . What is ~F ?	F . What is ~F ?	F	False
~D & I & ~D & (C <=> ~D) & (C <=> ~D) & (I ==> H) & (I ==> H) . What is H ?	~D & I & (C <=> ~D) & (I ==> H) . What is H ?	~D & I & (C <=> ~D) & (I ==> H)	True
(D & F) & (~G <=> I) & (~C ==> J) & G & (F ^ ~C) & G & (~C ==> J) & (~C ==> J) . What is ~C ?	(D & F) & (~G <=> I) & (~C ==> J) & G & (F ^ ~C) . What is ~C ?	(D & F) & (~G <=> I) & (~C ==> J) & G & (F ^ ~C)	False
(~D & J) & (~D & J) & (A ==> ~I) & (H | ~D) & I & I & (H | ~D) & (H | ~D) . What is ~J ?	(~D & J) & (A ==> ~I) & (H | ~D) & I . What is ~J ?	(~D & J) & (A ==> ~I) & (H | ~D) & I	False
(F <=> ~I) & (~E & F) & F & (~I & C) & (~I & C) & ~J & ~J & (F <=> ~I) & (~I & C) & ~J & (~H ==> A) & F & (~H ==> A) & (~H ==> A) & F . What is ~C ?	(F <=> ~I) & (~E & F) & F & (~I & C) & ~J & (~H ==> A) . What is ~C ?	(F <=> ~I) & (~E & F) & F & (~I & C) & ~J & (~H ==> A)	False
~A & (A & ~C) & (F | ~D) & (A & ~C) & (F | ~D) & (~H ^ J) & (A & ~C) & (F | ~D) & (~D <=> ~H) & (~D <=> ~H) . What is ~G ?	~A & (A & ~C) & (F | ~D) & (~H ^ J) & (~D <=> ~H) . What is ~G ?	~A & (A & ~C) & (F | ~D) & (~H ^ J) & (~D <=> ~H)	Contradictory
~B & ~B . What is B ?	~B . What is B ?	~B	False
(A | ~C) & (A | ~C) & (~C | E) & (~C | E) & (H & A) & (~C | E) & (H & A) & (H & A) . What is H ?	(A | ~C) & (~C | E) & (H & A) . What is H ?	(A | ~C) & (~C | E) & (H & A)	True
F & (~I <=> F) & (C | ~E) & F & E & E & E & F . What is ~C ?	F & (~I <=> F) & (C | ~E) & E . What is ~C ?	F & (~I <=> F) & (C | ~E) & E	False
J & (~I ^ A) & (J ==> ~I) & (~C <=> J) & (~C <=> J) & (J ==> ~I) . What is A ?	J & (~I ^ A) & (J ==> ~I) & (~C <=> J) . What is A ?	J & (~I ^ A) & (J ==> ~I) & (~C <=> J)	False
(B & H) & (B & H) . What is B ?	(B & H) . What is B ?	(B & H)	True
(B <=> H) & (~D | ~C) & (~E | ~F) & D & D & (~C & ~E) & A & A & A & (~C & ~E) . What is ~E ?	(B <=> H) & (~D | ~C) & (~E | ~F) & D & (~C & ~E) & A . What is ~E ?	(B <=> H) & (~D | ~C) & (~E | ~F) & D & (~C & ~E) & A	True
(F ==> ~B) & ~A & (G ^ ~C) & ~C & (F ==> ~B) & ~C & ~C . What is ~G ?	(F ==> ~B) & ~A & (G ^ ~C) & ~C . What is ~G ?	(F ==> ~B) & ~A & (G ^ ~C) & ~C	True
(~F ^ ~H) & ~H & (~F ^ ~H) & (~F ^ ~H) & ~H & ~H . What is ~H ?	(~F ^ ~H) & ~H . What is ~H ?	(~F ^ ~H) & ~H	True
~J & ~J & (J ^ H) & ~J & (H <=> ~A) . What is H ?	~J & (J ^ H) & (H <=> ~A) . What is H ?	~J & (J ^ H) & (H <=> ~A)	True
(E & ~D) & (G | ~A) & (~A ==> E) & (~A ==> E) & (G | ~A) & (G | ~A) & (~A ==> E) . What is ~E ?	(E & ~D) & (G | ~A) & (~A ==> E) . What is ~E ?	(E & ~D) & (G | ~A) & (~A ==> E)	False
(H & ~E) & (~E & C) & (D ^ ~G) & (H & ~E) & (H & ~E) & (~E & C) & G & (D ^ ~G) & ~H & ~H & (D ^ ~G) . What is ~E ?	(H & ~E) & (~E & C) & (D ^ ~G) & G & ~H . What is ~E ?	(H & ~E) & (~E & C) & (D ^ ~G) & G & ~H	Contradictory
(D <=> ~F) & B & (D <=> ~F) & (D <=> ~F) & (J & E) & B & ~J & (J & E) & ~J & ~J . What is A ?	(D <=> ~F) & B & (J & E) & ~J . What is A ?	(D <=> ~F) & B & (J & E) & ~J	Contradictory
(~C & ~G) & (~G <=> ~B) & ~F & (~G <=> ~B) & (~H <=> I) & (~H <=> I) . What is ~G ?	(~C & ~G) & (~G <=> ~B) & ~F & (~H <=> I) . What is ~G ?	(~C & ~G) & (~G <=> ~B) & ~F & (~H <=> I)	True
C & C & C & (G & ~I) & (G & ~I) . What is ~G ?	C & (G & ~I) . What is ~G ?	C & (G & ~I)	False
(~I & D) & (D & ~J) & (~J & E) & (~I & D) & (~I & D) . What is J ?	(~I & D) & (D & ~J) & (~J & E) . What is J ?	(~I & D) & (D & ~J) & (~J & E)	False
(~J <=> H) & (~F & D) & ~H & (~F & D) & ~H & ~H & (~F & D) . What is D ?	(~J <=> H) & (~F & D) & ~H . What is D ?	(~J <=> H) & (~F & D) & ~H	True
(~F | ~A) & H & (H <=> J) & H & D & D & (~F | ~A) . What is H ?	(~F | ~A) & H & (H <=> J) & D . What is H ?	(~F | ~A) & H & (H <=> J) & D	True
(H ==> G) & (J ==> I) & (J ==> I) & (J ==> I) & G & (I ==> ~E) & (~E ==> ~A) & (H ==> G) & (I ==> ~E) & (I ==> ~E) & (H ==> G) & (~E ==> ~A) . What is C ?	(H ==> G) & (J ==> I) & G & (I ==> ~E) & (~E ==> ~A) . What is C ?	(H ==> G) & (J ==> I) & G & (I ==> ~E) & (~E ==> ~A)	Unknown HELP!
A & B & (A <=> ~C) & (~C & E) & (~I ^ ~B) & B & (~C & E) & (~I ^ ~B) & (~I ^ ~B) . What is A ?	A & B & (A <=> ~C) & (~C & E) & (~I ^ ~B) . What is A ?	A & B & (A <=> ~C) & (~C & E) & (~I ^ ~B)	True
(E ==> ~I) & (~B & E) & (~I ==> D) & (E ==> ~I) & (~I ==> D) & (E ==> ~I) & (~B & E) . What is ~E ?	(E ==> ~I) & (~B & E) & (~I ==> D) . What is ~E ?	(E ==> ~I) & (~B & E) & (~I ==> D)	False
~F & ~F & ~F . What is F ?	~F . What is F ?	~F	False
J & J . What is I ?	J . What is I ?	J	Unknown HELP!
~F . What is ~F ?	~F . What is ~F ?	~F	True
E & (A <=> ~D) & E & (A <=> ~D) & E . What is E ?	E & (A <=> ~D) . What is E ?	E & (A <=> ~D)	True
C & (~B | D) & C & C . What is C ?	C & (~B | D) . What is C ?	C & (~B | D)	True
(~C ^ ~I) & (F & ~A) & (F & ~A) & (F & ~A) & (~I ^ F) . What is ~C ?	(~C ^ ~I) & (F & ~A) & (~I ^ F) . What is ~C ?	(~C ^ ~I) & (F & ~A) & (~I ^ F)	True
~F . What is ~F ?	~F . What is ~F ?	~F	True
(C ==> ~H) & (C ==> ~H) & I & (~E | ~G) & H & (~B & ~E) & (~B & ~E) & (C ==> ~H) & (~B & ~E) . What is ~B ?	(C ==> ~H) & I & (~E | ~G) & H & (~B & ~E) . What is ~B ?	(C ==> ~H) & I & (~E | ~G) & H & (~B & ~E)	True
(~J <=> ~E) & (~E <=> ~F) & (~E <=> ~F) . What is J ?	(~J <=> ~E) & (~E <=> ~F) . What is J ?	(~J <=> ~E) & (~E <=> ~F)	Unknown HELP!
G & (C ^ ~D) & (F | C) & (B & ~G) & (~I | F) & (~I | F) & (C ^ ~D) & (B & ~G) & (~I | F) & (C ^ ~D) & (B & ~G) . What is I ?	G & (C ^ ~D) & (F | C) & (B & ~G) & (~I | F) . What is I ?	G & (C ^ ~D) & (F | C) & (B & ~G) & (~I | F)	Contradictory
E & H & (H & I) & (~G ==> E) & (H & I) . What is I ?	E & H & (H & I) & (~G ==> E) . What is I ?	E & H & (H & I) & (~G ==> E)	True
(J & ~I) & (J & ~I) . What is J ?	(J & ~I) . What is J ?	(J & ~I)	True
(A | ~J) & (A | ~J) & (~B | ~H) & (~H ^ E) & J & (A | ~J) . What is ~H ?	(A | ~J) & (~B | ~H) & (~H ^ E) & J . What is ~H ?	(A | ~J) & (~B | ~H) & (~H ^ E) & J	Unknown HELP!
(~C & ~A) & A & (~A <=> ~F) & (~F | ~B) & (~A <=> ~F) & (~F | ~B) & (~A <=> ~F) & (~F | ~B) . What is ~C ?	(~C & ~A) & A & (~A <=> ~F) & (~F | ~B) . What is ~C ?	(~C & ~A) & A & (~A <=> ~F) & (~F | ~B)	Contradictory
~H & ~H . What is H ?	~H . What is H ?	~H	False
I & I & (~B ==> ~I) & (~B ==> ~I) . What is ~I ?	I & (~B ==> ~I) . What is ~I ?	I & (~B ==> ~I)	False
B & B . What is ~B ?	B . What is ~B ?	B	False
(~F <=> ~I) & (~H ^ ~F) & ~I & (~F <=> ~I) . What is ~F ?	(~F <=> ~I) & (~H ^ ~F) & ~I . What is ~F ?	(~F <=> ~I) & (~H ^ ~F) & ~I	True
~E & ~E . What is E ?	~E . What is E ?	~E	False
