E & (~B ==> C) & E & (~E ^ ~G) & (~E ^ ~G) & E & (~E ^ ~G) & (~B ==> C) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G)	Unknown HELP!
~D & (~F ^ B) & (~F ^ B) & (~F ^ B) & (H & ~F) & (D | ~C) & (D | ~C) & A & (B <=> G) & A . What is ~F ?	~D & (~F ^ B) & (H & ~F) & (D | ~C) & A & (B <=> G) . What is ~F ?	~D & (~F ^ B) & (H & ~F) & (D | ~C) & A & (B <=> G)	True
J & (J ^ D) & ~E & (I ==> ~B) & (F | J) . What is D ?	J & (J ^ D) & ~E & (I ==> ~B) & (F | J) . What is D ?	J & (J ^ D) & ~E & (I ==> ~B) & (F | J)	False
H & H . What is ~H ?	H . What is ~H ?	H	False
H & (H <=> ~A) & (~E <=> I) & (~E <=> I) & H & (H <=> ~A) & (H <=> ~A) & (~A ^ ~E) & (~A ^ ~E) & (~A ^ ~E) . What is A ?	H & (H <=> ~A) & (~E <=> I) & (~A ^ ~E) . What is A ?	H & (H <=> ~A) & (~E <=> I) & (~A ^ ~E)	False
A & ~I & A & (~F ^ ~I) & (G <=> B) & (~F ^ ~I) . What is H ?	A & ~I & (~F ^ ~I) & (G <=> B) . What is H ?	A & ~I & (~F ^ ~I) & (G <=> B)	Unknown HELP!
(~H ==> F) & (F | I) & (F | I) . What is D ?	(~H ==> F) & (F | I) . What is D ?	(~H ==> F) & (F | I)	Unknown HELP!
(H ==> ~J) & (~J & ~F) & (H ==> ~J) & (G | D) & (H ==> ~J) & (~F <=> E) & ~I & ~I & ~I . What is ~F ?	(H ==> ~J) & (~J & ~F) & (G | D) & (~F <=> E) & ~I . What is ~F ?	(H ==> ~J) & (~J & ~F) & (G | D) & (~F <=> E) & ~I	True
(B & A) & (B & A) . What is A ?	(B & A) . What is A ?	(B & A)	True
(G & E) & (G & E) & (~J | ~B) & (~J | ~B) & (E ==> ~J) & (E ==> ~J) & (E ==> ~J) . What is J ?	(G & E) & (~J | ~B) & (E ==> ~J) . What is J ?	(G & E) & (~J | ~B) & (E ==> ~J)	False
~I & ~I . What is I ?	~I . What is I ?	~I	False
~F . What is ~B ?	~F . What is ~B ?	~F	Unknown HELP!
(~B & ~A) & ~B . What is ~A ?	(~B & ~A) & ~B . What is ~A ?	(~B & ~A) & ~B	True
~G & (~F ^ I) & ~G & ~F & (~G | D) & ~F & (~G | D) & ~F . What is ~I ?	~G & (~F ^ I) & ~F & (~G | D) . What is ~I ?	~G & (~F ^ I) & ~F & (~G | D)	True
(~A ==> ~E) & (~C ==> ~A) & (~I ==> G) & I & (~C ==> ~A) & ~A & ~A & ~A & (~I ==> G) . What is E ?	(~A ==> ~E) & (~C ==> ~A) & (~I ==> G) & I & ~A . What is E ?	(~A ==> ~E) & (~C ==> ~A) & (~I ==> G) & I & ~A	False
(B & D) & (~C <=> ~G) & ~E & ~E & (I ==> ~J) & (D <=> I) & (I ==> ~J) & ~E & ~H & ~H & (B & D) & (I ==> ~J) & (~C <=> ~G) & (~C <=> ~G) . What is ~D ?	(B & D) & (~C <=> ~G) & ~E & (I ==> ~J) & (D <=> I) & ~H . What is ~D ?	(B & D) & (~C <=> ~G) & ~E & (I ==> ~J) & (D <=> I) & ~H	False
(~A ==> ~J) & ~E & I & (~A ==> ~J) & (~A ==> ~J) & (E <=> H) & (E <=> H) & I & ~E . What is ~I ?	(~A ==> ~J) & ~E & I & (E <=> H) . What is ~I ?	(~A ==> ~J) & ~E & I & (E <=> H)	False
(H ^ B) & (A <=> ~F) & ~H & ~H & ~H & (A <=> ~F) & (~F & ~D) & (~F & ~D) & (~F & ~D) . What is A ?	(H ^ B) & (A <=> ~F) & ~H & (~F & ~D) . What is A ?	(H ^ B) & (A <=> ~F) & ~H & (~F & ~D)	True
F & F & F . What is F ?	F . What is F ?	F	True
(E & ~H) . What is H ?	(E & ~H) . What is H ?	(E & ~H)	False
H & ~J & (H ^ A) & H & H & (H ^ A) & ~J & (~J <=> D) & (~J <=> D) . What is D ?	H & ~J & (H ^ A) & (~J <=> D) . What is D ?	H & ~J & (H ^ A) & (~J <=> D)	True
D & D & D . What is D ?	D . What is D ?	D	True
(~A & J) & (~F ==> ~G) & (~F ==> ~G) & G & G & G . What is ~J ?	(~A & J) & (~F ==> ~G) & G . What is ~J ?	(~A & J) & (~F ==> ~G) & G	False
~I & ~I . What is ~I ?	~I . What is ~I ?	~I	True
(~A & ~B) & (E ==> ~F) & (E ==> ~F) & F & (E ==> ~F) & F & A & A . What is I ?	(~A & ~B) & (E ==> ~F) & F & A . What is I ?	(~A & ~B) & (E ==> ~F) & F & A	Contradictory
(H ^ ~D) & F & (H ^ ~D) & (C ^ ~E) & ~H & (~F & B) & ~H & (~F & B) & (~E & ~F) & (~F & B) . What is B ?	(H ^ ~D) & F & (C ^ ~E) & ~H & (~F & B) & (~E & ~F) . What is B ?	(H ^ ~D) & F & (C ^ ~E) & ~H & (~F & B) & (~E & ~F)	Contradictory
(C ==> E) & H & E & E & (~H | B) . What is ~E ?	(C ==> E) & H & E & (~H | B) . What is ~E ?	(C ==> E) & H & E & (~H | B)	False
C & (G & ~A) & (G & ~A) & (G & ~A) . What is ~C ?	C & (G & ~A) . What is ~C ?	C & (G & ~A)	False
J & (J ==> ~E) & (J ==> ~E) & (~E <=> A) & (~E <=> A) & (J ==> ~E) . What is ~E ?	J & (J ==> ~E) & (~E <=> A) . What is ~E ?	J & (J ==> ~E) & (~E <=> A)	True
~E & ~E . What is ~A ?	~E . What is ~A ?	~E	Unknown HELP!
(C & ~F) & (C & ~F) & (J ==> B) & (~I ==> J) & (~I ==> J) & (J ==> B) & (J ==> B) & ~C & ~C & ~C . What is G ?	(C & ~F) & (J ==> B) & (~I ==> J) & ~C . What is G ?	(C & ~F) & (J ==> B) & (~I ==> J) & ~C	Contradictory
~A . What is ~A ?	~A . What is ~A ?	~A	True
E & (~C ^ H) & E & (~D ==> ~I) & B & (~D ==> ~I) . What is E ?	E & (~C ^ H) & (~D ==> ~I) & B . What is E ?	E & (~C ^ H) & (~D ==> ~I) & B	True
(C <=> ~G) & (~F & H) & A & (C <=> ~G) & (C <=> ~G) & (~F & H) & ~E . What is ~F ?	(C <=> ~G) & (~F & H) & A & ~E . What is ~F ?	(C <=> ~G) & (~F & H) & A & ~E	True
(B & J) & (B & J) & H & (A ^ H) & (~G ^ B) & (B & J) & ~D & (~G ^ B) & (~G ^ B) & ~D & (J ==> F) & (J ==> F) & (A ^ H) . What is ~G ?	(B & J) & H & (A ^ H) & (~G ^ B) & ~D & (J ==> F) . What is ~G ?	(B & J) & H & (A ^ H) & (~G ^ B) & ~D & (J ==> F)	False
(~A ==> B) & (~H & ~A) & (~H & ~A) & (~A ==> B) & (~H & ~A) . What is ~B ?	(~A ==> B) & (~H & ~A) . What is ~B ?	(~A ==> B) & (~H & ~A)	False
D & D . What is D ?	D . What is D ?	D	True
(D & ~A) & (B ^ D) & B & (D & ~A) & (~A | ~G) & (D & ~A) & (~A | ~G) & (~A | ~G) . What is A ?	(D & ~A) & (B ^ D) & B & (~A | ~G) . What is A ?	(D & ~A) & (B ^ D) & B & (~A | ~G)	Contradictory
(~D ==> ~G) & (~D ==> ~G) & I & (H & ~A) . What is H ?	(~D ==> ~G) & I & (H & ~A) . What is H ?	(~D ==> ~G) & I & (H & ~A)	True
(H ==> A) & (H ==> A) & (B & ~F) & (A & B) & (A & B) & (H ==> A) . What is I ?	(H ==> A) & (B & ~F) & (A & B) . What is I ?	(H ==> A) & (B & ~F) & (A & B)	Unknown HELP!
~A & ~A & ~A . What is ~I ?	~A . What is ~I ?	~A	Unknown HELP!
~E & ~E . What is ~E ?	~E . What is ~E ?	~E	True
~D & ~D & ~D . What is J ?	~D . What is J ?	~D	Unknown HELP!
~G & (~J ^ B) & (E ==> G) & (B ==> ~F) & (~D & ~J) & ~G & (~J ^ B) & (B ==> ~F) & (B ==> ~F) . What is ~D ?	~G & (~J ^ B) & (E ==> G) & (B ==> ~F) & (~D & ~J) . What is ~D ?	~G & (~J ^ B) & (E ==> G) & (B ==> ~F) & (~D & ~J)	True
(~C <=> ~F) & (~F & H) & B & (~C <=> ~F) & B & (B <=> G) & B & (B <=> G) & (~F & H) & (~F & H) . What is ~F ?	(~C <=> ~F) & (~F & H) & B & (B <=> G) . What is ~F ?	(~C <=> ~F) & (~F & H) & B & (B <=> G)	True
B & (I & ~G) & B & (I & ~G) & B & (B <=> I) & (B <=> I) . What is ~I ?	B & (I & ~G) & (B <=> I) . What is ~I ?	B & (I & ~G) & (B <=> I)	False
(~C & I) & (I & B) & ~J & (I & B) & ~J . What is J ?	(~C & I) & (I & B) & ~J . What is J ?	(~C & I) & (I & B) & ~J	False
E & (E ^ ~A) & (G ==> ~C) & (G ==> ~C) & G & (E ^ ~A) & (E ^ ~A) . What is E ?	E & (E ^ ~A) & (G ==> ~C) & G . What is E ?	E & (E ^ ~A) & (G ==> ~C) & G	True
(B & ~I) & (B & ~I) & (~I ==> H) & I & (~I ==> H) & I . What is ~B ?	(B & ~I) & (~I ==> H) & I . What is ~B ?	(B & ~I) & (~I ==> H) & I	Contradictory
H & H . What is A ?	H . What is A ?	H	Unknown HELP!
H & H & (G & H) & (G & H) & (G & H) . What is ~G ?	H & (G & H) . What is ~G ?	H & (G & H)	False
(G ^ J) & (~H & G) & (~H & G) & (~H & G) & (J ==> D) & (J ==> D) . What is ~G ?	(G ^ J) & (~H & G) & (J ==> D) . What is ~G ?	(G ^ J) & (~H & G) & (J ==> D)	False
(F ==> ~I) . What is I ?	(F ==> ~I) . What is I ?	(F ==> ~I)	Unknown HELP!
~G . What is G ?	~G . What is G ?	~G	False
(G <=> H) & (G <=> H) & (G <=> H) & (H | B) & H & (E ^ G) & H . What is ~H ?	(G <=> H) & (H | B) & H & (E ^ G) . What is ~H ?	(G <=> H) & (H | B) & H & (E ^ G)	False
H . What is H ?	H . What is H ?	H	True
 . What is I ?	 . What is I ?		Unknown HELP!
J & (~J ^ F) & J & J . What is J ?	J & (~J ^ F) . What is J ?	J & (~J ^ F)	True
J & (F <=> A) & (B | J) & (F <=> A) & (B | J) & A & (~G <=> F) & A & A & (~G <=> F) . What is G ?	J & (F <=> A) & (B | J) & A & (~G <=> F) . What is G ?	J & (F <=> A) & (B | J) & A & (~G <=> F)	False
~D & ~D . What is D ?	~D . What is D ?	~D	False
~B & ~B & (J ^ ~D) & (J ^ ~D) . What is ~B ?	~B & (J ^ ~D) . What is ~B ?	~B & (J ^ ~D)	True
C & C . What is C ?	C . What is C ?	C	True
(F | ~E) & ~F & ~F & (~A ^ F) & (~A ^ F) & (~A ^ F) & (G ^ ~A) & (F | ~E) & ~F & (G ^ ~A) . What is ~C ?	(F | ~E) & ~F & (~A ^ F) & (G ^ ~A) . What is ~C ?	(F | ~E) & ~F & (~A ^ F) & (G ^ ~A)	Unknown HELP!
(~F & A) & ~B & ~B & (J | ~F) & (J | ~F) & (~F & A) & (~D ==> B) & ~C & (~F & A) & ~B & (~D ==> B) & (~D ==> B) & ~C & ~C . What is ~F ?	(~F & A) & ~B & (J | ~F) & (~D ==> B) & ~C . What is ~F ?	(~F & A) & ~B & (J | ~F) & (~D ==> B) & ~C	True
(H & C) & (~G ^ ~I) & ~B & (~B | H) & (~B | H) & ~B & (~B | H) & ~B & ~G . What is ~B ?	(H & C) & (~G ^ ~I) & ~B & (~B | H) & ~G . What is ~B ?	(H & C) & (~G ^ ~I) & ~B & (~B | H) & ~G	True
(~I ==> ~C) & E & (~C ^ ~A) & (~A ==> D) & ~J & ~J & (~A ==> D) & ~J & (E | F) & (~C ^ ~A) & (E | F) & (~C ^ ~A) . What is J ?	(~I ==> ~C) & E & (~C ^ ~A) & (~A ==> D) & ~J & (E | F) . What is J ?	(~I ==> ~C) & E & (~C ^ ~A) & (~A ==> D) & ~J & (E | F)	False
 . What is E ?	 . What is E ?		Unknown HELP!
(I ^ C) & I & I . What is ~I ?	(I ^ C) & I . What is ~I ?	(I ^ C) & I	False
(~E & G) & (~H ^ ~E) & G . What is G ?	(~E & G) & (~H ^ ~E) & G . What is G ?	(~E & G) & (~H ^ ~E) & G	True
(B ==> ~G) & (~G & ~A) & (F <=> B) . What is ~C ?	(B ==> ~G) & (~G & ~A) & (F <=> B) . What is ~C ?	(B ==> ~G) & (~G & ~A) & (F <=> B)	Unknown HELP!
G . What is ~G ?	G . What is ~G ?	G	False
(~D ^ ~F) & A & A & (~D ^ ~F) & (~G ==> ~H) & (~G ==> ~H) & A & (~D ^ ~F) . What is ~G ?	(~D ^ ~F) & A & (~G ==> ~H) . What is ~G ?	(~D ^ ~F) & A & (~G ==> ~H)	Unknown HELP!
~H & (~C & E) & ~F & (~C & E) & (~H & ~A) & ~F & ~F & ~H & ~H . What is F ?	~H & (~C & E) & ~F & (~H & ~A) . What is F ?	~H & (~C & E) & ~F & (~H & ~A)	False
F & F . What is F ?	F . What is F ?	F	True
 . What is H ?	 . What is H ?		Unknown HELP!
~B & (B ==> C) & (B ==> C) . What is B ?	~B & (B ==> C) . What is B ?	~B & (B ==> C)	False
(J & G) & (J & G) & ~G & (J & G) & (~C ^ ~D) & ~G & ~G & (~C ^ ~D) & (~D ^ F) & (~D ^ F) & (~D ^ F) . What is ~D ?	(J & G) & ~G & (~C ^ ~D) & (~D ^ F) . What is ~D ?	(J & G) & ~G & (~C ^ ~D) & (~D ^ F)	Contradictory
J & (J <=> ~F) & (B | J) & (~E ==> B) & (J <=> ~F) & (B | J) & (B | J) . What is ~F ?	J & (J <=> ~F) & (B | J) & (~E ==> B) . What is ~F ?	J & (J <=> ~F) & (B | J) & (~E ==> B)	True
(~G ==> E) & (D <=> ~G) & (J ==> ~B) & (J ==> ~B) & ~E & (D <=> ~G) & ~B & ~E & (E ^ A) & ~E & ~B & ~B . What is A ?	(~G ==> E) & (D <=> ~G) & (J ==> ~B) & ~E & ~B & (E ^ A) . What is A ?	(~G ==> E) & (D <=> ~G) & (J ==> ~B) & ~E & ~B & (E ^ A)	True
(B | G) & (B | G) & ~G & ~G & ~G . What is G ?	(B | G) & ~G . What is G ?	(B | G) & ~G	False
(~I <=> ~A) & A & (F ^ ~I) & (~I <=> ~A) & A & (F ^ ~I) & (F ^ ~I) & (~I <=> ~A) . What is ~F ?	(~I <=> ~A) & A & (F ^ ~I) . What is ~F ?	(~I <=> ~A) & A & (F ^ ~I)	False
A & A & (I ==> ~A) & A . What is A ?	A & (I ==> ~A) . What is A ?	A & (I ==> ~A)	True
(E <=> J) & (H ==> E) & (H ==> E) & (J <=> ~B) & H & H & (J <=> ~B) & H . What is ~J ?	(E <=> J) & (H ==> E) & (J <=> ~B) & H . What is ~J ?	(E <=> J) & (H ==> E) & (J <=> ~B) & H	False
(~A | ~D) & ~C & (I & B) & (~H <=> ~C) & (~A | ~D) & ~C & (~D ^ ~H) & (I & B) & (~H <=> ~C) & (~H <=> ~C) & (~D ^ ~H) & (I & B) & I & I . What is ~D ?	(~A | ~D) & ~C & (I & B) & (~H <=> ~C) & (~D ^ ~H) & I . What is ~D ?	(~A | ~D) & ~C & (I & B) & (~H <=> ~C) & (~D ^ ~H) & I	False
~H . What is ~H ?	~H . What is ~H ?	~H	True
(A & ~E) & D & D & (A & ~E) & A & (~H ==> ~G) & (~H ==> ~G) & (~H ==> ~G) . What is A ?	(A & ~E) & D & A & (~H ==> ~G) . What is A ?	(A & ~E) & D & A & (~H ==> ~G)	True
(F ^ ~I) & (A ==> ~G) & (A ==> ~G) & (A ==> ~G) & (~I ==> A) & (~I ==> A) & (~I ==> A) . What is ~D ?	(F ^ ~I) & (A ==> ~G) & (~I ==> A) . What is ~D ?	(F ^ ~I) & (A ==> ~G) & (~I ==> A)	Unknown HELP!
~A & (~G & E) & (~F ^ A) & ~A & (~F ^ A) & (E ==> H) & (~F ^ A) & (~G & E) & (E ==> H) & ~H & ~H . What is ~J ?	~A & (~G & E) & (~F ^ A) & (E ==> H) & ~H . What is ~J ?	~A & (~G & E) & (~F ^ A) & (E ==> H) & ~H	Contradictory
J & (~I <=> D) & I & I & (~I <=> D) & I & (~J | C) & (~J | C) & (~J | C) & J . What is G ?	J & (~I <=> D) & I & (~J | C) . What is G ?	J & (~I <=> D) & I & (~J | C)	Unknown HELP!
~F & (E <=> ~I) & ~F & (E <=> ~I) & (~I & J) & ~F & (D ==> H) . What is ~I ?	~F & (E <=> ~I) & (~I & J) & (D ==> H) . What is ~I ?	~F & (E <=> ~I) & (~I & J) & (D ==> H)	True
(C ^ ~G) & ~F & (~A <=> ~F) & (~G ==> ~A) . What is ~A ?	(C ^ ~G) & ~F & (~A <=> ~F) & (~G ==> ~A) . What is ~A ?	(C ^ ~G) & ~F & (~A <=> ~F) & (~G ==> ~A)	True
(~E & ~F) & (~G ==> A) & A & (~E & ~F) & (~D ^ ~E) & (~G ==> A) & (~G ==> A) & (~E & ~F) . What is ~F ?	(~E & ~F) & (~G ==> A) & A & (~D ^ ~E) . What is ~F ?	(~E & ~F) & (~G ==> A) & A & (~D ^ ~E)	True
(B & F) & B & B & (E <=> B) & (B & F) & ~G & (B & F) & (E <=> B) & (~H <=> G) & (~H <=> G) & (~H <=> G) & B . What is E ?	(B & F) & B & (E <=> B) & ~G & (~H <=> G) . What is E ?	(B & F) & B & (E <=> B) & ~G & (~H <=> G)	True
~E & (~E & ~G) & ~E & (H ==> ~E) & (~E & ~G) & (~E & ~G) . What is ~E ?	~E & (~E & ~G) & (H ==> ~E) . What is ~E ?	~E & (~E & ~G) & (H ==> ~E)	True
F & F & F . What is H ?	F . What is H ?	F	Unknown HELP!
(G & ~J) & (G & ~J) & (D <=> A) & (~E ==> D) & J & (G & ~J) & J & J & (~E ==> D) . What is ~H ?	(G & ~J) & (D <=> A) & (~E ==> D) & J . What is ~H ?	(G & ~J) & (D <=> A) & (~E ==> D) & J	Contradictory
(~I <=> ~B) & D & (~B & A) & D & ~G & (~I <=> ~B) & ~G & (~F | ~G) & (~B & A) & (~F | ~G) & (J ==> ~I) & (~F | ~G) & (J ==> ~I) . What is ~B ?	(~I <=> ~B) & D & (~B & A) & ~G & (~F | ~G) & (J ==> ~I) . What is ~B ?	(~I <=> ~B) & D & (~B & A) & ~G & (~F | ~G) & (J ==> ~I)	True
(E <=> ~G) & (~A | ~J) & ~A & (E <=> ~G) & E & (~F <=> E) & ~A & (~G ==> ~B) & (~G ==> ~B) & (~A | ~J) & (~A | ~J) . What is ~F ?	(E <=> ~G) & (~A | ~J) & ~A & E & (~F <=> E) & (~G ==> ~B) . What is ~F ?	(E <=> ~G) & (~A | ~J) & ~A & E & (~F <=> E) & (~G ==> ~B)	True
~C & (I | ~E) & (I | ~E) & (~E <=> C) & (I | ~E) & (~E <=> C) & (~E <=> C) . What is E ?	~C & (I | ~E) & (~E <=> C) . What is E ?	~C & (I | ~E) & (~E <=> C)	True
 . What is A ?	 . What is A ?		Unknown HELP!
G . What is G ?	G . What is G ?	G	True
~H & J & (B | ~J) & (~J & D) & ~H & (G & A) & ~H & (~J & D) & (~F | B) & (B | ~J) & (G & A) & (~J & D) & (G & A) & J & J . What is I ?	~H & J & (B | ~J) & (~J & D) & (G & A) & (~F | B) . What is I ?	~H & J & (B | ~J) & (~J & D) & (G & A) & (~F | B)	Contradictory
 . What is A ?	 . What is A ?		Unknown HELP!
~H & (~H <=> J) & (~H <=> J) . What is ~H ?	~H & (~H <=> J) . What is ~H ?	~H & (~H <=> J)	True
~D & ~D . What is D ?	~D . What is D ?	~D	False
(~A & B) & (~A & B) & (~A & B) & (B ==> G) & (B ==> G) & (B ==> G) . What is G ?	(~A & B) & (B ==> G) . What is G ?	(~A & B) & (B ==> G)	True
(~A & ~G) & (~A & ~G) & (E ==> ~A) & (E ==> ~A) & (~C <=> E) & (E ==> ~A) & ~A & (~C <=> E) & (~A & ~G) & ~A . What is G ?	(~A & ~G) & (E ==> ~A) & (~C <=> E) & ~A . What is G ?	(~A & ~G) & (E ==> ~A) & (~C <=> E) & ~A	False
~I & (B | G) & (I & J) & (J ^ B) & (I & J) & (J ^ B) & (J ^ B) & (I & J) . What is ~G ?	~I & (B | G) & (I & J) & (J ^ B) . What is ~G ?	~I & (B | G) & (I & J) & (J ^ B)	Contradictory
~A & (B ^ ~I) & (~C & ~A) & (~C & ~A) & ~A & (~C & ~A) & ~E & ~A . What is A ?	~A & (B ^ ~I) & (~C & ~A) & ~E . What is A ?	~A & (B ^ ~I) & (~C & ~A) & ~E	False
(D ^ E) & (E ^ J) & (I ==> D) & E & (I ==> D) & ~A & (~C ==> ~A) & (~C ==> ~A) & (D ^ E) & (E ^ J) & (~C ==> ~A) & (I ==> D) & ~A . What is ~D ?	(D ^ E) & (E ^ J) & (I ==> D) & E & ~A & (~C ==> ~A) . What is ~D ?	(D ^ E) & (E ^ J) & (I ==> D) & E & ~A & (~C ==> ~A)	True
G & G & G . What is G ?	G . What is G ?	G	True
(~E & ~H) & (D <=> ~E) & C & (B ==> I) & (~E & ~H) & (~H & A) & (~H & A) . What is E ?	(~E & ~H) & (D <=> ~E) & C & (B ==> I) & (~H & A) . What is E ?	(~E & ~H) & (D <=> ~E) & C & (B ==> I) & (~H & A)	False
B & B & B . What is B ?	B . What is B ?	B	True
(~B & C) & ~I . What is C ?	(~B & C) & ~I . What is C ?	(~B & C) & ~I	True
(D & ~A) & ~J & ~J & (~A <=> E) & ~J & (D & ~A) & (D & ~A) . What is ~D ?	(D & ~A) & ~J & (~A <=> E) . What is ~D ?	(D & ~A) & ~J & (~A <=> E)	False
~E & (E | H) & (B ==> ~C) & (D & J) & (B ==> ~C) & (B ==> ~C) & ~E & F & F & (~C <=> E) & F & (~C <=> E) . What is ~E ?	~E & (E | H) & (B ==> ~C) & (D & J) & F & (~C <=> E) . What is ~E ?	~E & (E | H) & (B ==> ~C) & (D & J) & F & (~C <=> E)	True
(~I & F) & (~G & ~A) & J & (~C & ~I) & (~G & ~A) & (~G & ~A) & (~C & ~I) & (~C & ~I) . What is ~I ?	(~I & F) & (~G & ~A) & J & (~C & ~I) . What is ~I ?	(~I & F) & (~G & ~A) & J & (~C & ~I)	True
~D & ~D . What is D ?	~D . What is D ?	~D	False
(~F ==> J) & (~F ==> J) & (~F ==> J) & I & I & I . What is I ?	(~F ==> J) & I . What is I ?	(~F ==> J) & I	True
B & B & B . What is B ?	B . What is B ?	B	True
~H . What is ~H ?	~H . What is ~H ?	~H	True
(C ^ ~D) & ~F & (~F & C) & ~F & ~F . What is F ?	(C ^ ~D) & ~F & (~F & C) . What is F ?	(C ^ ~D) & ~F & (~F & C)	False
C & C & C . What is ~C ?	C . What is ~C ?	C	False
(E & B) & (E & B) & B & (E & B) . What is F ?	(E & B) & B . What is F ?	(E & B) & B	Unknown HELP!
(~H | A) & (~H | A) & (I <=> C) & ~B & ~B & (A <=> G) & (F ^ ~H) & ~F & (I <=> C) & (~H | A) & (F ^ ~H) & (F ^ ~H) . What is H ?	(~H | A) & (I <=> C) & ~B & (A <=> G) & (F ^ ~H) & ~F . What is H ?	(~H | A) & (I <=> C) & ~B & (A <=> G) & (F ^ ~H) & ~F	False
(~G & F) & ~G & ~G & ~G & (~G & F) & (~G & F) . What is F ?	(~G & F) & ~G . What is F ?	(~G & F) & ~G	True
H & H . What is ~H ?	H . What is ~H ?	H	False
(G & ~E) & (G & ~E) & E . What is ~E ?	(G & ~E) & E . What is ~E ?	(G & ~E) & E	Contradictory
F & F . What is ~F ?	F . What is ~F ?	F	False
B & B . What is A ?	B . What is A ?	B	Unknown HELP!
 . What is E ?	 . What is E ?		Unknown HELP!
~B & C & ~B & (B <=> F) & ~B & C & (~A & ~H) & (B <=> F) & (~A & ~H) & (~A & ~H) & (B <=> F) . What is ~C ?	~B & C & (B <=> F) & (~A & ~H) . What is ~C ?	~B & C & (B <=> F) & (~A & ~H)	False
D & (D & E) & (D & E) & (D & E) . What is D ?	D & (D & E) . What is D ?	D & (D & E)	True
D & (~J & ~D) & (~J & ~D) & (~J & ~D) . What is B ?	D & (~J & ~D) . What is B ?	D & (~J & ~D)	Contradictory
~C & ~C . What is ~C ?	~C . What is ~C ?	~C	True
(C <=> H) & (H & A) & (B <=> F) & (B <=> F) & (B <=> F) & ~B & (H & A) & (~G ==> C) & (H & A) . What is ~H ?	(C <=> H) & (H & A) & (B <=> F) & ~B & (~G ==> C) . What is ~H ?	(C <=> H) & (H & A) & (B <=> F) & ~B & (~G ==> C)	False
G & B & G & G & (E & ~C) & B & (B ^ ~A) & (E & ~C) & (B ^ ~A) . What is ~B ?	G & B & (E & ~C) & (B ^ ~A) . What is ~B ?	G & B & (E & ~C) & (B ^ ~A)	False
(~D <=> ~G) & (~J ^ ~D) & ~G & (~D <=> ~G) & (~J ^ ~D) . What is D ?	(~D <=> ~G) & (~J ^ ~D) & ~G . What is D ?	(~D <=> ~G) & (~J ^ ~D) & ~G	False
~J & ~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
~J & (J ^ ~G) & (J ^ ~G) & (~B ==> J) & (J ^ ~G) . What is G ?	~J & (J ^ ~G) & (~B ==> J) . What is G ?	~J & (J ^ ~G) & (~B ==> J)	False
B & (C | E) & (B <=> J) & (C | E) & (B <=> J) & (B <=> J) & (F ^ C) & (F ^ C) . What is ~E ?	B & (C | E) & (B <=> J) & (F ^ C) . What is ~E ?	B & (C | E) & (B <=> J) & (F ^ C)	Unknown HELP!
A & A . What is ~A ?	A . What is ~A ?	A	False
~D & ~D . What is D ?	~D . What is D ?	~D	False
~F & ~F & ~F . What is ~I ?	~F . What is ~I ?	~F	Unknown HELP!
I . What is ~I ?	I . What is ~I ?	I	False
~A & (~A <=> F) & (~A <=> F) & (~A <=> F) . What is F ?	~A & (~A <=> F) . What is F ?	~A & (~A <=> F)	True
~I & (C & D) & (C & D) & (B <=> ~E) & (~A <=> H) & (H <=> B) & (H <=> B) & (~A <=> H) & (C & D) & ~I & ~D & ~D & ~I . What is ~I ?	~I & (C & D) & (B <=> ~E) & (~A <=> H) & (H <=> B) & ~D . What is ~I ?	~I & (C & D) & (B <=> ~E) & (~A <=> H) & (H <=> B) & ~D	Contradictory
(H & ~C) . What is ~H ?	(H & ~C) . What is ~H ?	(H & ~C)	False
(G ==> ~J) & (G ==> ~J) & (I & G) & (I & G) & ~E & ~E & ~B & ~E & (B ^ C) & ~B & ~B & (~F & I) & (B ^ C) & (~F & I) & (B ^ C) . What is ~G ?	(G ==> ~J) & (I & G) & ~E & ~B & (B ^ C) & (~F & I) . What is ~G ?	(G ==> ~J) & (I & G) & ~E & ~B & (B ^ C) & (~F & I)	False
(I | ~D) & I & C & (J ==> ~A) & I & I & (I | ~D) . What is ~I ?	(I | ~D) & I & C & (J ==> ~A) . What is ~I ?	(I | ~D) & I & C & (J ==> ~A)	False
D . What is D ?	D . What is D ?	D	True
~I & (~J | ~D) & ~I & (G ^ ~H) & (~C & G) & (~C & G) & (~C & G) & (G ^ ~H) & D & (~J | ~D) & D . What is G ?	~I & (~J | ~D) & (G ^ ~H) & (~C & G) & D . What is G ?	~I & (~J | ~D) & (G ^ ~H) & (~C & G) & D	True
(~H ==> D) & (C <=> ~I) & ~I & (C <=> ~I) & (B ==> C) & D & D & (B ==> C) & ~I & (B ==> C) . What is ~I ?	(~H ==> D) & (C <=> ~I) & ~I & (B ==> C) & D . What is ~I ?	(~H ==> D) & (C <=> ~I) & ~I & (B ==> C) & D	True
~D . What is D ?	~D . What is D ?	~D	False
~D & ~D & ~D . What is B ?	~D . What is B ?	~D	Unknown HELP!
A & A . What is ~A ?	A . What is ~A ?	A	False
